Blue Ban 1,Red Ban 1,Blue Ban 2,Red Ban 2,Blue Ban 3,Red Ban 3,Blue Pick 1,Red Pick 1,Red Pick 2,Blue Pick 2,Blue Pick 3,Red Pick 3,Red Ban 4,Blue Ban 4,Red Ban 5,Blue Ban 5,Red Pick 4,Blue Pick 4,Blue Pick 5,Red Pick 5
Gragas,Zoe,Renekton,Camille,Aphelios,Kai'Sa,Samira,Alistar,Pantheon,Olaf,Leona,Xayah,Jayce,Orianna,Ornn,Lucian,Syndra,Sylas,Gnar,Twisted Fate
Seraphine,Olaf,Irelia,Udyr,Camille,Taliyah,Renekton,Azir,Gnar,Hecarim,Orianna,Lillia,Kai'Sa,Senna,Ezreal,Leona,Aphelios,Kalista,Thresh,Nautilus
Tahm Kench,Viego,Renekton,Sylas,Olaf,Jayce,Xin Zhao,Gwen,Thresh,Leona,Kennen,Aphelios,Kalista,LeBlanc,Varus,Ryze,Trundle,Ezreal,Lee Sin,Twisted Fate
LeBlanc,Renekton,Kalista,Nocturne,Thresh,Akali,Viego,Lee Sin,Diana,Ziggs,Leona,Sett,Xin Zhao,Lulu,Sylas,Gwen,Kai'Sa,Camille,Rumble,Jax
Renekton,Kai'Sa,Twisted Fate,Udyr,Olaf,Samira,Gragas,Thresh,Aphelios,Kalista,Lucian,Lillia,Rell,Sion,Alistar,Irelia,Sett,Nautilus,Skarner,Gnar
Karma,Akali,Kalista,Lucian,Renekton,Rumble,Lee Sin,Sett,Varus,Senna,Diana,Udyr,Nautilus,Thresh,Sylas,Jayce,Tahm Kench,Gnar,Nocturne,Gwen
Skarner,Twisted Fate,Senna,Thresh,Lillia,Udyr,Rell,Caitlyn,Seraphine,Kai'Sa,Graves,Morgana,Syndra,Poppy,Renekton,Gnar,Hecarim,Ryze,Gragas,Shen
Lillia,Olaf,Nidalee,Tristana,Zoe,Pantheon,Taliyah,Graves,Twisted Fate,Leona,Kai'Sa,Vayne,Lucian,Thresh,Orianna,Alistar,Braum,Sett,Renekton,Ornn
Sett,Lee Sin,Renekton,Camille,Udyr,Varus,Karma,Senna,Rumble,Xin Zhao,Ezreal,Nautilus,Leona,Kled,Wukong,Jayce,Viego,Akali,LeBlanc,Lucian
Irelia,Viego,Aphelios,Lucian,Orianna,Renekton,Ryze,Trundle,Leona,Jayce,Xin Zhao,Kalista,Ziggs,Wukong,Rell,LeBlanc,Zoe,Braum,Ashe,Ezreal
Zoe,Samira,Twisted Fate,Kai'Sa,Azir,Jayce,Renekton,Gragas,Rell,Udyr,Alistar,Graves,Tristana,Senna,Cassiopeia,Varus,Ezreal,Sivir,Syndra,Orianna
Nidalee,Rumble,Xin Zhao,Lee Sin,Varus,Viego,Sett,Akali,Thresh,Diana,Kai'Sa,Jinx,Nautilus,Renekton,Rakan,Gnar,Trundle,Leona,Ryze,Dr. Mundo
Nocturne,Karma,Lulu,Gwen,Varus,Viego,Akali,Rumble,Lucian,Xin Zhao,Tristana,Lee Sin,Sett,Thresh,Renekton,Kai'Sa,Nautilus,Braum,Gragas,Karthus
Pantheon,Udyr,Camille,Renekton,Graves,Thresh,Olaf,Gragas,Lillia,Kai'Sa,Rell,Tristana,Gnar,Alistar,Syndra,Yone,Sivir,Aatrox,Orianna,Janna
Akali,Lucian,Sylas,Xin Zhao,Lee Sin,Renekton,Rumble,Varus,Gwen,Sett,Ezreal,Thresh,Jayce,Azir,Nocturne,Udyr,Hecarim,Rakan,Kennen,Ryze
Twisted Fate,Thresh,Hecarim,Lillia,Renekton,Camille,Tristana,Udyr,Gnar,Olaf,Alistar,Kai'Sa,Wukong,Sylas,Karma,Rell,Nautilus,Gangplank,Orianna,Zoe
Irelia,Tahm Kench,Lee Sin,Xin Zhao,Thresh,Volibear,Viego,Gwen,Kalista,Tristana,Diana,Ryze,Alistar,Leona,Nautilus,Sett,Kha'Zix,Rell,Lucian,Rakan
Sett,Xin Zhao,Senna,Akali,Volibear,Nocturne,Lee Sin,Gwen,Viego,Thresh,Aphelios,Varus,Diana,Nautilus,Kennen,Ryze,Leona,Gangplank,LeBlanc,Karma
Viego,Thresh,Renekton,Nocturne,Karma,Lillia,Sett,Udyr,Akali,Lee Sin,Rumble,Ezreal,Kog'Maw,Leona,Varus,Volibear,Gnar,Tahm Kench,Senna,Bard
Lillia,Kalista,Gnar,Hecarim,Renekton,Udyr,Thresh,Tristana,Nidalee,Olaf,Jinx,Rell,Syndra,Aatrox,Azir,Yone,Lucian,Orianna,Ornn,Gragas
Gnar,Thresh,Kai'Sa,Tristana,Hecarim,Lillia,Renekton,Jinx,Udyr,Xayah,Nidalee,Gragas,Rakan,Zoe,Alistar,Lucian,Rell,Leona,Aatrox,LeBlanc
Twisted Fate,Udyr,Thresh,Zoe,Skarner,Kai'Sa,Rell,Azir,Kalista,Graves,Syndra,Lillia,Xayah,Alistar,Samira,Renekton,Jarvan IV,Gragas,Tristana,Aatrox
Thresh,LeBlanc,Nocturne,Ziggs,Ashe,Diana,Lucian,Xin Zhao,Aphelios,Gwen,Varus,Ryze,Gnar,Nautilus,Jayce,Tahm Kench,Viego,Renekton,Sett,Braum
Udyr,Twisted Fate,Thresh,Kalista,Renekton,Olaf,Kai'Sa,Rell,Samira,Azir,Alistar,Lillia,Hecarim,Ryze,Taliyah,Cho'Gath,Seraphine,Vladimir,Graves,Riven
Kai'Sa,Nidalee,Olaf,Graves,Udyr,Lillia,Renekton,Rell,Taliyah,Alistar,Karthus,Samira,Tristana,Zoe,Kalista,Azir,Gnar,Ezreal,Lucian,Ryze
Thresh,LeBlanc,Varus,Diana,Olaf,Kalista,Xin Zhao,Viego,Leona,Braum,Aphelios,Ezreal,Irelia,Gangplank,Syndra,Malphite,Jayce,Twisted Fate,Camille,Azir
Lucian,Renekton,Thresh,Xin Zhao,LeBlanc,Ziggs,Viego,Gwen,Varus,Kalista,Azir,Lee Sin,Jayce,Leona,Rakan,Ryze,Braum,Taric,Olaf,Diana
Zoe,Pantheon,Lillia,Kai'Sa,Camille,Renekton,Olaf,Miss Fortune,Graves,Thresh,Aphelios,Gragas,Orianna,Syndra,Azir,Leona,Ryze,Twisted Fate,Akali,Nautilus
Nidalee,Zoe,Kalista,Seraphine,Lillia,Camille,Hecarim,Thresh,Udyr,Rell,Gnar,Aphelios,Kai'Sa,Jayce,Tristana,Lucian,Renekton,Jinx,Zilean,Sylas
Kalista,Seraphine,Gnar,Udyr,Renekton,Lillia,Hecarim,Graves,Syndra,Rell,Tristana,Alistar,Orianna,Kai'Sa,Sylas,Gangplank,Xayah,Shen,Twisted Fate,Mordekaiser
Lucian,Xin Zhao,Thresh,LeBlanc,Lee Sin,Renekton,Gwen,Viego,Olaf,Nidalee,Jayce,Varus,Ziggs,Orianna,Kalista,Leona,Ryze,Kai'Sa,Rakan,Nautilus
LeBlanc,Renekton,Lee Sin,Xin Zhao,Akali,Karma,Rumble,Udyr,Thresh,Sett,Camille,Jinx,Kog'Maw,Sylas,Ezreal,Viego,Gnar,Senna,Tahm Kench,Zoe
Camille,Taliyah,Thresh,Pantheon,Hecarim,Lillia,Olaf,Kai'Sa,Graves,Miss Fortune,Seraphine,Leona,Twisted Fate,Syndra,Renekton,Zoe,Orianna,Gragas,Viktor,Lulu
Twisted Fate,Udyr,Olaf,Renekton,Camille,Rell,Gragas,Graves,Gangplank,Zoe,Samira,Kai'Sa,Nocturne,Malzahar,Alistar,Nautilus,Syndra,Aatrox,Leona,Galio
Volibear,Ziggs,Thresh,Xin Zhao,Viego,Irelia,Lee Sin,Gwen,Varus,Renekton,Diana,Olaf,Kalista,LeBlanc,Ezreal,Karma,Leona,Aphelios,Braum,Lissandra
Viego,Xin Zhao,Lucian,Gwen,Thresh,Akali,Volibear,Renekton,Rumble,Karma,Ezreal,Kalista,Orianna,Nautilus,Viktor,Sylas,Zoe,Leona,Jayce,Braum
Olaf,Renekton,Camille,Kai'Sa,Samira,Syndra,Udyr,Rell,Kayn,Aphelios,Thresh,Ezreal,Gangplank,Azir,Gnar,Gragas,Zoe,Twisted Fate,Jayce,Wukong
Zoe,Akali,Taliyah,Aatrox,Pantheon,Camille,Kai'Sa,Thresh,Aphelios,Olaf,Sett,Graves,Alistar,Ornn,Viktor,Malphite,Galio,Orianna,Gragas,Renekton
Zoe,Thresh,Lillia,Hecarim,Renekton,Olaf,Udyr,Tristana,Nidalee,Kai'Sa,Alistar,Gnar,Orianna,Rell,Azir,Gragas,Leona,Sion,Syndra,Galio
Nidalee,Lee Sin,Karma,Renekton,Xin Zhao,Nocturne,Diana,Viego,Akali,Ezreal,Kled,Volibear,Jayce,Thresh,Sett,Varus,Kalista,Leona,Irelia,Taric
Sett,Senna,Karma,Thresh,Renekton,Lulu,Nocturne,Lee Sin,Rumble,Udyr,Kai'Sa,Ezreal,LeBlanc,Viego,Sylas,Alistar,Leona,Rell,Zoe,Akali
Ziggs,Thresh,Nocturne,Ezreal,Renekton,Xin Zhao,Viego,Lucian,Diana,Kalista,Lee Sin,Varus,LeBlanc,Leona,Azir,Alistar,Gwen,Gragas,Ryze,Galio
Gragas,Samira,Lillia,Thresh,Seraphine,Jayce,Kai'Sa,Rell,Udyr,Nidalee,Alistar,Orianna,Syndra,Kalista,Viktor,Tristana,Gnar,Azir,Gangplank,Aphelios
Thresh,Renekton,Xin Zhao,LeBlanc,Karma,Nocturne,Lee Sin,Sett,Rumble,Diana,Varus,Jhin,Gwen,Lucian,Viego,Akali,Orianna,Camille,Nautilus,Alistar
Seraphine,Pantheon,Ryze,Olaf,Taliyah,Twisted Fate,Kai'Sa,Xayah,Orianna,Syndra,Gragas,Aatrox,Camille,Rakan,Renekton,Rell,Leona,Alistar,Graves,Ivern
Gragas,Pantheon,Renekton,Camille,Olaf,Taliyah,Twisted Fate,Senna,Graves,Aatrox,Kai'Sa,Leona,Alistar,Ryze,Thresh,Syndra,Orianna,Rell,Udyr,Kled
Akali,Gwen,Thresh,Rumble,Kog'Maw,Ezreal,Renekton,Varus,Lulu,Taliyah,Sivir,Xin Zhao,Nautilus,Ryze,Leona,Nocturne,Viego,Lee Sin,Alistar,Braum
Udyr,Rell,Kindred,Seraphine,Volibear,Samira,Gragas,Aphelios,Thresh,Kai'Sa,Renekton,Gnar,Taliyah,Azir,Nidalee,Lillia,Dr. Mundo,Olaf,Viktor,Syndra
Akali,Renekton,Sett,Lucian,Viego,Karma,Lee Sin,Nocturne,Rumble,Udyr,Thresh,Kai'Sa,Varus,Nautilus,Aphelios,Rell,Leona,Jinx,Galio,Qiyana
Twisted Fate,Renekton,Rell,Udyr,Lillia,Olaf,Graves,Kai'Sa,Taliyah,Senna,Tahm Kench,Blitzcrank,Shen,Pantheon,Orianna,Syndra,Camille,Ryze,Gragas,Galio
Camille,Olaf,Taliyah,Pantheon,Kai'Sa,Renekton,Lucian,Udyr,Thresh,Lillia,Kalista,Aphelios,Alistar,Syndra,Nautilus,Gragas,Zoe,Sett,Kennen,Ivern
Varus,Jayce,LeBlanc,Renekton,Gnar,Lucian,Ryze,Lee Sin,Aphelios,Thresh,Jinx,Orianna,Camille,Leona,Trundle,Braum,Viego,Irelia,Rumble,Nautilus
Thresh,Zoe,Udyr,Seraphine,Xayah,Pantheon,Renekton,Olaf,Kai'Sa,Senna,Rell,Alistar,Lillia,Gragas,Nidalee,Galio,Gnar,Azir,Graves,Twisted Fate
Zoe,Gnar,Gragas,Lillia,Thresh,Jayce,Hecarim,Alistar,Udyr,Kai'Sa,Sion,Tristana,Orianna,Aatrox,Rakan,Renekton,Twisted Fate,Azir,Leona,Sett
Trundle,Diana,Ryze,Lucian,Renekton,Jayce,Aphelios,Varus,Lee Sin,Viego,Thresh,Gnar,Irelia,Leona,Kennen,Orianna,Syndra,Akali,Sylas,Braum
Lee Sin,Xin Zhao,Varus,Ziggs,Viego,Aphelios,Olaf,Gwen,Volibear,Kennen,Leona,Alistar,Sylas,Irelia,Ezreal,Akali,Tristana,Kai'Sa,LeBlanc,Jayce
Kalista,Nocturne,Azir,Xin Zhao,Ezreal,Thresh,Ziggs,Viego,Volibear,Jayce,Leona,Akali,Twisted Fate,Kai'Sa,Lee Sin,Tristana,Varus,Nidalee,Renekton,Nautilus
Lucian,Camille,Taliyah,Lillia,Pantheon,Olaf,Kai'Sa,Thresh,Aphelios,Nidalee,Renekton,Hecarim,Twisted Fate,Volibear,Alistar,Gnar,Gragas,Sett,Orianna,Viktor
Karma,Viego,Renekton,Tristana,Nocturne,Gwen,Udyr,Lee Sin,Rumble,Lucian,Gragas,Kai'Sa,Thresh,Viktor,Tahm Kench,,Leona,Xayah,Braum,Akali
Viego,Thresh,Karma,Varus,Lucian,Senna,Nocturne,Ezreal,Renekton,Sett,Kai'Sa,Udyr,Lillia,Akali,Twisted Fate,LeBlanc,Leona,Rumble,Rell,Gwen
Viego,Renekton,Akali,Sett,Rumble,Nocturne,Xin Zhao,Lee Sin,Varus,Karma,Jhin,Nautilus,Leona,LeBlanc,Ryze,Orianna,Volibear,Camille,Rakan,Gwen
Thresh,Xin Zhao,Nocturne,Gwen,Akali,Viego,Diana,Renekton,Rumble,Lucian,Gnar,Lee Sin,Varus,Kalista,Tristana,Ezreal,Xayah,Leona,Kai'Sa,Braum
Tahm Kench,Xin Zhao,Kalista,Irelia,Viego,Olaf,Lucian,Diana,Lee Sin,Volibear,Gwen,Ziggs,Tristana,Jayce,Sivir,Nautilus,Leona,Varus,Thresh,Renekton
Lucian,Karma,Gwen,Lulu,Nocturne,Akali,Lee Sin,Kalista,Galio,Rumble,Varus,Sett,Thresh,Diana,Renekton,Xin Zhao,Vi,Tahm Kench,Orianna,Rakan
Sett,Xin Zhao,Senna,Gwen,Rumble,Akali,Lee Sin,Kalista,Volibear,Varus,Tahm Kench,Renekton,Gnar,Gragas,Viego,Syndra,Nautilus,Lulu,Kindred,Azir
Ziggs,Gnar,Irelia,Ryze,Trundle,Lucian,Renekton,Lee Sin,Varus,Diana,Leona,Ornn,Kalista,Sylas,Ezreal,Orianna,Alistar,Jhin,Camille,Kennen
Lucian,Aphelios,Irelia,Xin Zhao,Jayce,Renekton,Viego,Kalista,Ryze,Orianna,Trundle,Gnar,Leona,Lee Sin,Ezreal,Diana,Rumble,Draven,Nautilus,Sett
Thresh,Renekton,Xin Zhao,Gwen,Lulu,Nocturne,Ezreal,Kai'Sa,Nautilus,Lee Sin,Leona,Rumble,Karma,Sett,Sylas,Viego,Lucian,Viktor,Trundle,Orianna
Twisted Fate,Pantheon,Renekton,Olaf,Kai'Sa,Udyr,Taliyah,Seraphine,Rell,Alistar,Syndra,Hecarim,Xayah,Galio,Samira,Shen,Camille,Gangplank,Miss Fortune,Orianna
Camille,Zoe,Renekton,Gnar,Aphelios,Pantheon,Udyr,Olaf,Kai'Sa,Xayah,Gragas,Rell,Ornn,Aatrox,Syndra,Azir,Orianna,Viktor,Alistar,Gangplank
Volibear,Xin Zhao,LeBlanc,Akali,Viego,Lee Sin,Ziggs,Olaf,Aphelios,Renekton,Camille,Jax,Diana,Sylas,Gwen,Ryze,Lissandra,Rakan,Zac,Galio
Gnar,Viego,Lucian,Nocturne,LeBlanc,Xin Zhao,Thresh,Aphelios,Gwen,Lee Sin,Jinx,Akali,Twisted Fate,Leona,Ryze,Braum,Nautilus,Renekton,Seraphine,Dr. Mundo
Dr. Mundo,Diana,Thresh,Xin Zhao,Tristana,Kalista,Gwen,Jayce,Leona,Viego,Varus,Ziggs,LeBlanc,Lee Sin,Twisted Fate,Volibear,Lucian,Sett,Rakan,Gragas
Nidalee,Pantheon,Gnar,Renekton,Lillia,Camille,Olaf,Kai'Sa,Kindred,Xayah,Rell,Alistar,Twisted Fate,Aatrox,Viktor,Orianna,Zoe,Rumble,Gragas,Sion
Varus,Senna,Lucian,Renekton,Gwen,Udyr,Lee Sin,Rumble,Nocturne,Ezreal,Karma,Tristana,Xin Zhao,Leona,Orianna,Nautilus,Rell,Volibear,Sylas,Viego
Nidalee,Lucian,Tristana,Renekton,Thresh,Rell,Udyr,Kai'Sa,Olaf,Sion,Azir,Alistar,Kalista,Aatrox,Jinx,Gnar,Syndra,Xayah,Rakan,Cassiopeia
Kalista,Renekton,Gwen,Lulu,Lucian,Karma,Rumble,Lee Sin,Senna,Varus,Nocturne,Tahm Kench,Neeko,Akali,Zilean,Jayce,Sett,Leona,Zoe,Diana
Seraphine,Hecarim,Tristana,Olaf,Lucian,Udyr,Lillia,Orianna,Kai'Sa,Renekton,Azir,Kayn,Thresh,Gnar,Xayah,Rell,Sion,Alistar,Kalista,Nautilus
Akali,Ezreal,Senna,Xin Zhao,Thresh,Lucian,Lee Sin,Renekton,Diana,Olaf,Karma,Kai'Sa,Varus,Nautilus,Kog'Maw,Rakan,Rell,Tristana,Alistar,Kled
Irelia,Xin Zhao,Kalista,LeBlanc,Diana,Thresh,Viego,Gwen,Draven,Lucian,Gragas,Leona,Braum,Kayn,Rakan,Renekton,Volibear,Kog'Maw,Tahm Kench,Kindred
Olaf,Renekton,Syndra,Xin Zhao,Kalista,Lucian,Viego,Diana,Lee Sin,Thresh,Aphelios,Varus,Ryze,Nautilus,LeBlanc,Irelia,Leona,Twisted Fate,Gnar,Yasuo
Zoe,Camille,Gnar,Renekton,Pantheon,Kai'Sa,Udyr,Olaf,Gragas,Aatrox,Orianna,Syndra,Aphelios,Vayne,Samira,Rell,Xayah,Senna,Seraphine,Fiora
Senna,Thresh,Sion,Seraphine,Udyr,Tristana,Rell,Kai'Sa,Gragas,Nidalee,Aphelios,Hecarim,Sett,Zoe,Azir,Gnar,Syndra,Renekton,Aatrox,Rumble
Kalista,Kai'Sa,Taliyah,Olaf,Twisted Fate,Udyr,Pantheon,Renekton,Nidalee,Gragas,Azir,Syndra,Draven,Leona,Thresh,Rell,Alistar,Xayah,Rakan,Miss Fortune
Senna,Lulu,Ezreal,Karma,Thresh,Nocturne,Varus,Rumble,Sett,Lee Sin,Tahm Kench,Jhin,Gnar,Bard,Renekton,Nautilus,Gragas,Udyr,Aatrox,Lucian
Ziggs,Thresh,Sylas,Renekton,LeBlanc,Akali,Viego,Lee Sin,Camille,Aphelios,Nautilus,Zoe,Twisted Fate,Varus,Lucian,Kalista,Ashe,Gwen,Syndra,Braum
LeBlanc,Syndra,Ziggs,Xin Zhao,Draven,Thresh,Diana,Viego,Kalista,Ashe,Renekton,Volibear,Irelia,Ryze,Lucian,Cassiopeia,Leona,Yone,Rell,Akali
Kalista,Xin Zhao,Lucian,Viego,Thresh,Lee Sin,Syndra,Dr. Mundo,Leona,Tristana,Trundle,Xayah,Alistar,LeBlanc,Camille,Orianna,Azir,Jayce,Braum,Gragas
Seraphine,Gragas,Renekton,Hecarim,Tristana,Thresh,Udyr,Lillia,Kai'Sa,Alistar,Samira,Gnar,Camille,Rakan,Zoe,Rell,Leona,Azir,Jayce,Syndra
Varus,Udyr,Thresh,Lucian,Gangplank,Renekton,Gwen,Lee Sin,Ezreal,Kai'Sa,Nautilus,Leona,Tristana,Rumble,Sett,Orianna,Volibear,Xin Zhao,Sylas,Lulu
Lucian,Seraphine,Renekton,Lillia,Udyr,Hecarim,Rell,Nidalee,Thresh,Kai'Sa,Olaf,Jinx,Azir,Yone,Viktor,Irelia,Aatrox,Gnar,Syndra,Kennen
Tristana,Lillia,Rell,Twisted Fate,Caitlyn,Hecarim,Senna,Aphelios,Thresh,Orianna,Cho'Gath,Lucian,Olaf,Nidalee,Udyr,Taliyah,Gragas,Graves,Gnar,Nocturne
Tristana,Pantheon,Taliyah,Olaf,Aphelios,Zoe,Udyr,Kai'Sa,Hecarim,Xayah,Renekton,Gnar,Orianna,Twisted Fate,Thresh,Rell,Alistar,Sett,Ryze,Azir
Nocturne,Lee Sin,Udyr,Ezreal,Rumble,Renekton,Akali,Senna,Tahm Kench,Jinx,Thresh,Gnar,Irelia,Lulu,Gangplank,Sylas,Xin Zhao,Wukong,Gragas,LeBlanc
Nidalee,Udyr,Seraphine,Olaf,Hecarim,Gragas,Kai'Sa,Rell,Lillia,Graves,Alistar,Samira,Camille,Renekton,Sylas,Kled,Sion,Azir,Gnar,Jayce
Senna,Rumble,Nocturne,Renekton,Lucian,Thresh,Karma,Sett,Diana,Udyr,Ezreal,Nautilus,Twisted Fate,Kai'Sa,Jayce,Lee Sin,Varus,Gnar,Akali,Gwen
Gnar,Viego,Lucian,Xin Zhao,Varus,Renekton,Nocturne,Diana,Ryze,Gwen,Leona,Aphelios,Orianna,Thresh,Ziggs,Ornn,Sett,Ashe,Jayce,Wukong
Zoe,Orianna,Olaf,Pantheon,Taliyah,Kai'Sa,Renekton,Jhin,Leona,Lillia,Xayah,Udyr,Akali,Gragas,Jayce,Ornn,Gnar,Alistar,Lucian,Ryze
Ezreal,Gwen,Thresh,Kalista,Olaf,Varus,Rumble,Lucian,Kai'Sa,Renekton,Jayce,Wukong,Senna,Udyr,Draven,Gragas,Karthus,Ashe,Nautilus,Leona
Syndra,Renekton,Zoe,Gnar,Pantheon,Kai'Sa,Olaf,Aphelios,Thresh,Azir,Camille,Udyr,Seraphine,Twisted Fate,Samira,Aatrox,Gragas,Kalista,Jarvan IV,Lucian
Akali,Camille,Nocturne,Xin Zhao,Renekton,Lee Sin,Viego,Gwen,Aphelios,Volibear,Sylas,Olaf,Kai'Sa,LeBlanc,Kalista,Orianna,Viktor,Draven,Thresh,Leona
Camille,Renekton,Orianna,Ryze,Pantheon,Jhin,Olaf,Kai'Sa,Zoe,Tristana,Syndra,Nidalee,Alistar,Gnar,Thresh,Aatrox,Leona,Ornn,Nautilus,Gangplank
Lucian,Xin Zhao,LeBlanc,Nocturne,Gwen,Viego,Diana,Gnar,Lee Sin,Ryze,Aphelios,Akali,Jayce,Varus,Thresh,Ziggs,Leona,Renekton,Galio,Ezreal
Olaf,Nidalee,Camille,Samira,Zoe,Leona,Kai'Sa,Pantheon,Xayah,Udyr,Azir,Syndra,Gnar,Rakan,Ornn,Gragas,Renekton,Aatrox,Alistar,Nautilus
Gnar,Nocturne,Lucian,Viego,Gwen,Xin Zhao,Lee Sin,Aphelios,Thresh,Ryze,Varus,Volibear,Leona,LeBlanc,Nautilus,Akali,Orianna,Braum,Renekton,Dr. Mundo
Zoe,Thresh,Twisted Fate,Camille,Gragas,Seraphine,Hecarim,Kai'Sa,Alistar,Rell,Jinx,Udyr,Orianna,Sylas,Renekton,LeBlanc,Azir,Kassadin,Gnar,Jayce
Lucian,Pantheon,Olaf,Graves,Thresh,Taliyah,Kai'Sa,Alistar,Hecarim,Twisted Fate,Nidalee,Samira,Camille,Gragas,Renekton,Galio,Orianna,Nautilus,Aatrox,Kennen
Kalista,Senna,Lillia,Thresh,Caitlyn,Udyr,Twisted Fate,Tristana,Graves,Kai'Sa,Rell,Alistar,Nidalee,Seraphine,Gragas,Orianna,Ryze,Taliyah,Renekton,Sion
Seraphine,Taliyah,Senna,Olaf,Gragas,Renekton,Kai'Sa,Xayah,Pantheon,Udyr,Gnar,Syndra,Orianna,Gangplank,Alistar,Sion,Rell,Nautilus,Azir,Fizz
Kalista,Taliyah,Gnar,Olaf,Azir,Orianna,Kai'Sa,Udyr,Twisted Fate,Nidalee,Renekton,Xayah,Leona,Quinn,Pantheon,Rakan,Jayce,Rell,Sett,Thresh
Ziggs,Varus,Ryze,Sett,Aphelios,Diana,Lucian,Renekton,Nidalee,Lillia,Kalista,Leona,Rakan,Ashe,Braum,Jayce,Gnar,Gwen,Poppy,Ezreal
Camille,Renekton,Akali,Nocturne,Karma,Lulu,Lee Sin,Varus,Rumble,Ezreal,Leona,Sett,Nidalee,Jayce,Udyr,Nautilus,Rakan,LeBlanc,Gnar,Lucian
Camille,Renekton,Akali,Lee Sin,Karma,Nocturne,Lulu,Xin Zhao,Nautilus,Rek'Sai,Ezreal,Kalista,Leona,Zoe,Gnar,LeBlanc,Sett,Braum,Volibear,Xerath
Twisted Fate,Pantheon,Camille,Akali,Galio,Olaf,Kai'Sa,Aphelios,Thresh,Renekton,Nidalee,Ornn,Sett,Graves,Alistar,Lillia,Hecarim,Leona,Orianna,Viktor
Azir,Samira,Gragas,Kai'Sa,Udyr,Nidalee,Lillia,Renekton,Zoe,Rell,Tristana,Xayah,Jayce,Alistar,Lucian,Olaf,Sett,Gnar,Kled,Kayn
Lee Sin,Rumble,Akali,Xin Zhao,Diana,Thresh,Viego,Ezreal,Volibear,Varus,Nautilus,Sylas,Ryze,Renekton,Nocturne,Braum,Leona,Camille,Galio,Gwen
LeBlanc,Renekton,Jayce,Rumble,Karma,Varus,Udyr,Nocturne,Lee Sin,Sett,Kai'Sa,Akali,Twisted Fate,Thresh,Viego,Senna,Ezreal,Nautilus,Sylas,Leona
Akali,Kalista,Renekton,Lee Sin,,Ezreal,Lucian,Varus,Rumble,Senna,Sett,Nocturne,Diana,Karma,Volibear,Wukong,Tahm Kench,Azir,Gragas,Sylas
Tristana,Hecarim,Olaf,Gnar,Thresh,Udyr,Kai'Sa,Alistar,Renekton,Lillia,Zoe,Nidalee,Rell,Kalista,Leona,Xayah,Nocturne,Sion,Sett,Aphelios
Gnar,Aphelios,Renekton,Diana,Irelia,Xin Zhao,Viego,Kalista,Ryze,Lucian,Galio,Lee Sin,Braum,Wukong,Ziggs,Leona,Gwen,Varus,Alistar,Gragas
Samira,Azir,Nidalee,Gragas,Lillia,Udyr,Graves,Rell,Kai'Sa,Aphelios,Thresh,Karthus,Sion,Kled,Ornn,Renekton,Gnar,Aatrox,Syndra,Nocturne
Rell,Udyr,Seraphine,Lucian,Lillia,Hecarim,Olaf,Nidalee,Tristana,Gragas,Syndra,Azir,Thresh,Renekton,Shen,Camille,Nautilus,Senna,Tahm Kench,Aatrox
Gwen,Diana,Lucian,Xin Zhao,Thresh,Varus,Viego,Dr. Mundo,Tristana,Kai'Sa,LeBlanc,Syndra,Lee Sin,Sett,Sejuani,Alistar,Leona,Camille,Gragas,Urgot
Akali,Nocturne,Gwen,Volibear,Karma,Rumble,Xin Zhao,Lee Sin,Lulu,Nautilus,Azir,Varus,Jayce,Braum,Renekton,Diana,Olaf,Ezreal,Dr. Mundo,Seraphine
Twisted Fate,Nidalee,Pantheon,Elise,Camille,Olaf,Renekton,Kai'Sa,Udyr,Sejuani,Xayah,Gnar,Irelia,Zoe,Rakan,Sett,Orianna,Azir,Leona,Rell
Nidalee,Gragas,Gnar,Kai'Sa,Aphelios,Udyr,Lillia,Samira,Rell,Ezreal,Alistar,Olaf,Zoe,Aatrox,Orianna,Quinn,Azir,Renekton,Viktor,Ornn
Graves,Renekton,Gnar,Taliyah,Samira,Kai'Sa,Pantheon,Olaf,Alistar,Camille,Gragas,Aphelios,Kalista,Orianna,Twisted Fate,Zoe,Syndra,Senna,Rumble,Ornn
Akali,Lulu,Renekton,Xin Zhao,Senna,Rumble,Volibear,Diana,Viego,Ezreal,Karma,Nautilus,Leona,LeBlanc,Braum,Ekko,Tristana,Azir,Lee Sin,Lucian
Gwen,Lee Sin,Sylas,Kalista,Renekton,Aphelios,Viego,Irelia,Ziggs,Sett,Diana,Jayce,Wukong,Zac,Lucian,Olaf,Xin Zhao,Varus,Trundle,Neeko
Zoe,Elise,Olaf,Nidalee,Pantheon,Kai'Sa,Renekton,Jhin,Udyr,Xayah,Leona,Syndra,Taliyah,Gnar,Orianna,Alistar,Rell,Sejuani,Camille,Aatrox
Galio,Aphelios,Twisted Fate,Gragas,Renekton,Pantheon,Olaf,Kai'Sa,Zoe,Xayah,Leona,Graves,Orianna,Sett,Syndra,Gnar,Thresh,Viktor,Aatrox,Jayce
Syndra,Twisted Fate,Nidalee,Taliyah,Jayce,Pantheon,Olaf,Orianna,Leona,Alistar,Tristana,Graves,Ornn,Miss Fortune,Camille,Kai'Sa,Lucian,Zoe,Gnar,Vayne
